# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
  138       5.229341295554e-10       1.485343052038e-13       1.557734272901e-12       1.557734272901e-11      -5.802692990747e-12       5.361196324350e-16       4.499415793219e-12       7.666073602225e-13      -4.808104370862e-15 
  139       5.274211989382e-10       1.485999381556e-13       1.580310131928e-12       1.580310131928e-11      -5.840900837474e-12       5.259888090072e-16       4.408919671160e-12       7.545064610449e-13      -4.744457496712e-15 
  140       5.318992774695e-10       1.486000800545e-13       1.603048407208e-12       1.603048407208e-11      -5.876526524033e-12       5.159039107853e-16       4.320852675239e-12       7.426771756403e-13      -4.681480692078e-15 
  141       5.363668738708e-10       1.485348781768e-13       1.625949098739e-12       1.625949098739e-11      -5.909513004293e-12       5.058732273601e-16       4.235078634560e-12       7.311052532385e-13      -4.618882505770e-15 
  142       5.408224199138e-10       1.484045628149e-13       1.649012206523e-12       1.649012206523e-11      -5.939804202406e-12       4.959049105471e-16       4.151444630073e-12       7.197744728460e-13      -4.556349977768e-15 
  143       5.452642687939e-10       1.482094489635e-13       1.672237730558e-12       1.672237730558e-11      -5.967345049869e-12       4.860069665542e-16       4.069780630778e-12       7.086665993588e-13      -4.493548217682e-15 
  144       5.496908309837e-10       1.479499478100e-13       1.695625670846e-12       1.695625670846e-11      -5.992081879632e-12       4.761871358428e-16       3.989935144572e-12       6.977653503983e-13      -4.430189882258e-15 
  145       5.541010003253e-10       1.476265989265e-13       1.719176027385e-12       1.719176027385e-11      -6.013963573987e-12       4.664525358942e-16       3.911886899999e-12       6.870688302293e-13      -4.366252217563e-15 
  146       5.584937670478e-10       1.472400444704e-13       1.742888800177e-12       1.742888800177e-11      -6.032940600822e-12       4.568099681725e-16       3.835643534529e-12       6.765782439385e-13      -4.301780712525e-15 
  147       5.628680832277e-10       1.467910213903e-13       1.766763989220e-12       1.766763989220e-11      -6.048964705501e-12       4.472660188665e-16       3.761206413157e-12       6.662939761313e-13      -4.236821101608e-15 
  148       5.672228619529e-10       1.462803631678e-13       1.790801594516e-12       1.790801594516e-11      -6.061988949971e-12       4.378270504127e-16       3.688570471597e-12       6.562155700944e-13      -4.171419344980e-15 
  149       5.715569764844e-10       1.457090015592e-13       1.815001616063e-12       1.815001616063e-11      -6.071967751877e-12       4.284991930176e-16       3.617724059462e-12       6.463417069588e-13      -4.105621608689e-15 
  150       5.758692594202e-10       1.450779683372e-13       1.839364053863e-12       1.839364053863e-11      -6.078856923673e-12       4.192883361802e-16       3.548648783455e-12       6.366701848626e-13      -4.039474244832e-15 
  151       5.801585018581e-10       1.443883970332e-13       1.863888907914e-12       1.863888907914e-11      -6.082613711734e-12       4.102001202146e-16       3.481319350554e-12       6.271978981140e-13      -3.973023771731e-15 
  152       5.844234525580e-10       1.436415246785e-13       1.888576178218e-12       1.888576178218e-11      -6.083196835469e-12       4.012399277725e-16       3.415703411200e-12       6.179208163541e-13      -3.906316854103e-15 
  153       5.886628171056e-10       1.428386935463e-13       1.913425864773e-12       1.913425864773e-11      -6.080566526433e-12       3.924128753657e-16       3.351761402485e-12       6.088339637201e-13      -3.839400283232e-15 
  154       5.928752570750e-10       1.419813528938e-13       1.938437967581e-12       1.938437967581e-11      -6.074684567437e-12       3.837238048884e-16       3.289446391336e-12       5.999313980076e-13      -3.772320957144e-15 
  155       5.970593891918e-10       1.410710607036e-13       1.963612486640e-12       1.963612486640e-11      -6.065514331662e-12       3.751772751402e-16       3.228703917703e-12       5.912061898341e-13      -3.705125860778e-15 
  156       6.012137844956e-10       1.401094854257e-13       1.988949421952e-12       1.988949421952e-11      -6.053020821771e-12       3.667775533481e-16       3.169471837749e-12       5.826504018015e-13      -3.637862046157e-15 
  157       6.053369675037e-10       1.390984077191e-13       2.014448773515e-12       2.014448773515e-11      -6.037170709021e-12       3.585286066894e-16       3.111680167031e-12       5.742550676592e-13      -3.570576612564e-15 
  158       6.094274153733e-10       1.380397221941e-13       2.040110541331e-12       2.040110541331e-11      -6.017932372372e-12       3.504340938138e-16       3.055250923694e-12       5.660101714669e-13      -3.503316686711e-15 
  159       6.134835570648e-10       1.369354391535e-13       2.065934725398e-12       2.065934725398e-11      -5.995275937604e-12       3.424973563664e-16       3.000097971651e-12       5.579046267575e-13      -3.436129402914e-15 
  160       6.175037725050e-10       1.357876863346e-13       2.091921325718e-12       2.091921325718e-11      -5.969173316426e-12       3.347214105100e-16       2.946126863774e-12       5.499262557002e-13      -3.369061883262e-15 
  161       6.214865076946e-10       1.345986616867e-13       2.118070342289e-12       2.118070342289e-11      -5.939598160954e-12       3.271091346477e-16       2.893254194387e-12       5.420645448674e-13      -3.302159479672e-15 
  162       6.254306332299e-10       1.333704833522e-13       2.144381775113e-12       2.144381775113e-11      -5.906525640511e-12       3.196638690456e-16       2.841467909184e-12       5.343192301478e-13      -3.235460366959e-15 
  163       6.293351160344e-10       1.321053296860e-13       2.170855624188e-12       2.170855624188e-11      -5.869932719747e-12       3.123888532816e-16       2.790772053811e-12       5.266924347313e-13      -3.169000431493e-15 
  164       6.331989059635e-10       1.308054885311e-13       2.197491889516e-12       2.197491889516e-11      -5.829798279909e-12       3.052870272994e-16       2.741167677724e-12       5.191859527880e-13      -3.102814938719e-15 
  165       6.370209355017e-10       1.294733587353e-13       2.224290571095e-12       2.224290571095e-11      -5.786103157570e-12       2.983610238341e-16       2.692652767133e-12       5.118012414056e-13      -3.036938505326e-15 
  166       6.408001194581e-10       1.281114516676e-13       2.251251668927e-12       2.251251668927e-11      -5.738830183348e-12       2.916131608374e-16       2.645222177953e-12       5.045394125273e-13      -2.971405071428e-15 
  167       6.445353546633e-10       1.267223927348e-13       2.278375183010e-12       2.278375183010e-11      -5.687964220627e-12       2.850454339025e-16       2.598867568745e-12       4.974012248894e-13      -2.906247872735e-15 
  168       6.482255196660e-10       1.253089228978e-13       2.305661113346e-12       2.305661113346e-11      -5.633492204283e-12       2.786595086893e-16       2.553577333667e-12       4.903870759588e-13      -2.841499412731e-15 
  169       6.518694744287e-10       1.238739001887e-13       2.333109459933e-12       2.333109459933e-11      -5.575403179405e-12       2.724567133500e-16       2.509336535421e-12       4.834969938713e-13      -2.777191434852e-15 
  170       6.554660600248e-10       1.224203012266e-13       2.360720222772e-12       2.360720222772e-11      -5.513688340018e-12       2.664380309541e-16       2.466126838197e-12       4.767306293686e-13      -2.713354894656e-15 
  171       6.590140983344e-10       1.209512227345e-13       2.388493401864e-12       2.388493401864e-11      -5.448341067806e-12       2.606040919133e-16       2.423926440620e-12       4.700872477364e-13      -2.650019932003e-15 
  172       6.625123917411e-10       1.194698830559e-13       2.416428997207e-12       2.416428997207e-11      -5.379356970832e-12       2.549551664072e-16       2.382710008701e-12       4.635657207420e-13      -2.587215843228e-15 
  173       6.659597228284e-10       1.179796236711e-13       2.444527008803e-12       2.444527008803e-11      -5.306733922265e-12       2.494911568083e-16       2.342448608780e-12       4.571645185722e-13      -2.524971053318e-15 
  174       6.693548540758e-10       1.164839107137e-13       2.472787436650e-12       2.472787436650e-11      -5.230472099101e-12       2.442115901071e-16       2.303109640471e-12       4.508817017707e-13      -2.463313088088e-15 
  175       6.726965275555e-10       1.149863364875e-13       2.501210280750e-12       2.501210280750e-11      -5.150574020883e-12       2.391156103374e-16       2.264656769614e-12       4.447149131759e-13      -2.402268546354e-15 
  176       6.759834646283e-10       1.134906209825e-13       2.529795541101e-12       2.529795541101e-11      -5.067044588426e-12       2.342019710016e-16       2.227049861219e-12       4.386613698586e-13      -2.341863072112e-15 
  177       6.792143656408e-10       1.120006133917e-13       2.558543217704e-12       2.558543217704e-11      -4.979891122541e-12       2.294690274957e-16       2.190244912411e-12       4.327178550600e-13      -2.282121326711e-15 
  178       6.823879096210e-10       1.105202936278e-13       2.587453310560e-12       2.587453310560e-11      -4.889123402755e-12       2.249147295346e-16       2.154193985382e-12       4.268807101288e-13      -2.223066961030e-15 
  179       6.855027539752e-10       1.090537738393e-13       2.616525819667e-12       2.616525819667e-11      -4.794753706035e-12       2.205366135775e-16       2.118845140331e-12       4.211458264595e-13      -2.164722587651e-15 
  180       6.885576246626e-10       1.076051533718e-13       2.645760745027e-12       2.645760745027e-11      -4.696795557294e-12       2.163323661101e-16       2.084152841358e-12       4.155095179893e-13      -2.107105184368e-15 
  181       6.915515953705e-10       1.061780675909e-13       2.675158086638e-12       2.675158086638e-11      -4.595259788970e-12       2.123015793851e-16       2.050110239163e-12       4.099712330861e-13      -2.050211954235e-15 
  182       6.944838299987e-10       1.047761060246e-13       2.704717844501e-12       2.704717844501e-11      -4.490158241858e-12       2.084441210216e-16       2.016719331650e-12       4.045310432434e-13      -1.994033285507e-15 
  183       6.973534942050e-10       1.034029566660e-13       2.734440018617e-12       2.734440018617e-11      -4.381505058919e-12       2.047595702555e-16       1.983980693307e-12       3.991887771076e-13      -1.938557174978e-15 
  184       7.001597554347e-10       1.020624069496e-13       2.764324608984e-12       2.764324608984e-11      -4.269316719257e-12       2.012472124680e-16       1.951893446733e-12       3.939440156587e-13      -1.883769183322e-15 
  185       7.029017829503e-10       1.007583447284e-13       2.794371615604e-12       2.794371615604e-11      -4.153612072092e-12       1.979060337133e-16       1.920455234152e-12       3.887960873920e-13      -1.829652390448e-15 
  186       7.055787478611e-10       9.949475925039e-14       2.824581038475e-12       2.824581038475e-11      -4.034412370743e-12       1.947347152460e-16       1.889662188941e-12       3.837440634985e-13      -1.776187350845e-15 
  187       7.081898231528e-10       9.827574213548e-14       2.854952877598e-12       2.854952877598e-11      -3.911741306605e-12       1.917316280493e-16       1.859508907145e-12       3.787867530461e-13      -1.723352048930e-15 
  188       7.107341837173e-10       9.710548835198e-14       2.885487132974e-12       2.885487132974e-11      -3.785625043124e-12       1.888948273625e-16       1.829988419004e-12       3.739226981607e-13      -1.671121854395e-15 
  189       7.132110063822e-10       9.598829719347e-14       2.916183804601e-12       2.916183804601e-11      -3.656092249778e-12       1.862220472093e-16       1.801092160469e-12       3.691501692072e-13      -1.619469477559e-15 
  190       7.156194699406e-10       9.492857325548e-14       2.947042892481e-12       2.947042892481e-11      -3.523174136054e-12       1.837106949252e-16       1.772809944725e-12       3.644671599704e-13      -1.568364924712e-15 
  191       7.179587551805e-10       9.393082741222e-14       2.978064396612e-12       2.978064396612e-11      -3.386904485423e-12       1.813578456852e-16       1.745129933714e-12       3.598713828361e-13      -1.517775453464e-15 
  192       7.202280449146e-10       9.299967779330e-14       3.009248316995e-12       3.009248316995e-11      -3.247319689323e-12       1.791602370320e-16       1.718038609655e-12       3.553602639723e-13      -1.467665528094e-15 
  193       7.224265240101e-10       9.213985076045e-14       3.040594653631e-12       3.040594653631e-11      -3.104458781133e-12       1.771142634039e-16       1.691520746563e-12       3.509309385097e-13      -1.417996774899e-15 
  194       7.245533794182e-10       9.135618188424e-14       3.072103406518e-12       3.072103406518e-11      -2.958363470151e-12       1.752159706618e-16       1.665559381773e-12       3.465802457233e-13      -1.368727937538e-15 
  195       7.266078002034e-10       9.065361692079e-14       3.103774575657e-12       3.103774575657e-11      -2.809078175575e-12       1.734610506181e-16       1.640135787461e-12       3.423047242132e-13      -1.319814832384e-15 
